Price,Lotsize(m2),Livingspacesize(m2),Buildyear
300000,143,111,1982
725000,641,231,1905
375000,475,143,1955
499000,550,172,1981
825000,471,190,1989
575000,253,136,2013
445000,710,103,1965
349000,61,114,1901
255000,211,99,2001
650000,913,133,1987
308000,198,96,1976
400000,185,88,1982
475000,224,215,1600
325000,177,104,1964
625000,655,90,1955
239000,628,92,1930
785000,1050,170,1979
950000,298,163,2010
650000,160,256,2003
349000,243,130,1977
475000,115,168,2002
385000,241,82,1920
1295000,484,242,2002
439500,201,121,2008
575000,266,158,2003
849000,166,170,1963
398000,385,160,1995
675000,152,94,1984
450000,245,116,2005
399000,140,80,
400000,360,124,1928
975000,467,199,1992
600000,125,164,2010
875000,147,191,2002
450000,228,146,1969
450000,152,135,1968
1214000,890,207,1973
235000,523,81,1933
850000,2033,283,1975
239500,255,111,1964
325000,227,105,1935
1095000,989,152,2018
895000,610,157,
519000,340,122,1990
430000,212,137,1963
385000,370,165,
375000,410,85,1930
445000,136,100,1937
700000,1054,170,1923
975000,2285,178,1987
625000,2230,243,1974
499000,111,140,1790
215000,320,101,1793
289000,943,80,1932
450000,282,104,1921
635000,497,155,1996
366000,525,103,1898
